"level_id","scene_name","stronghold_id","sector_id","center","radius_m","entry_angle_deg","wave_window","pressure_role","base_mix","mix_profile","concurrent_cap","placement_note"
"LEVEL_09","Level_09_StillTideSanctum","Stronghold_02","FinaleOvertime","(-24,0,178)","4","180","W5-W6","终段延压","Grunt20|Rusher22|Ranged16|Tank22|Elite16|Suicide4","Base+Elite(+5)+Rusher(+3)","11","终盘据点B追加峰值，延长清场与资源博弈"
"LEVEL_09","Level_09_StillTideSanctum","BossGate","GateCenterRush","(20,0,248)","5","0","PreBoss_C","门控终压","Grunt20|Rusher22|Ranged16|Tank22|Elite16|Suicide4","Base+Elite(+5)+Rusher(+3)","13","Boss前室第三门控，强制完成终盘资源审计"
"LEVEL_10","Level_10_HiveCore","Stronghold_02","FinaleOvertime","(-28,0,184)","4","180","W5-W6","终段延压","Grunt15|Rusher20|Ranged18|Tank22|Elite18|Suicide7","Base+Elite(+5)+Rusher(+3)","12","终盘据点B追加峰值，延长清场与资源博弈"
"LEVEL_10","Level_10_HiveCore","BossGate","GateCenterRush","(18,0,256)","5","0","PreBoss_C","门控终压","Grunt15|Rusher20|Ranged18|Tank22|Elite18|Suicide7","Base+Elite(+5)+Rusher(+3)","14","Boss前室第三门控，强制完成终盘资源审计"
"LEVEL_01","Level_01_TrenchRift","Stronghold_03","FrontArc","(-32,0,303)","6","0","W2-W4","第三战区正面拉扯","Grunt45|Rusher25|Ranged20|Tank8|Elite2|Suicide0","Base+Tank(+3)","11","第三战斗区主入口，承接据点B后压"
"LEVEL_01","Level_01_TrenchRift","Stronghold_03","LeftFlank","(-44,0,289)","5","-120","W3-W5","第三战区侧翼夹击","Grunt45|Rusher25|Ranged20|Tank8|Elite2|Suicide0","Base+Rusher(+4)","9","与FrontArc形成偏轴夹角，防同轴推进"
"LEVEL_01","Level_01_TrenchRift","Stronghold_03","RightFlank","(-20,0,289)","5","120","W4-W5","第三战区远近混压","Grunt45|Rusher25|Ranged20|Tank8|Elite2|Suicide0","Base+Ranged/Controller(+4)","9","优先落在中距掩体后形成可读火线"
"LEVEL_02","Level_02_WreckedStation","Stronghold_03","FrontArc","(6,0,302)","6","0","W2-W4","第三战区正面拉扯","Grunt45|Rusher25|Ranged20|Tank8|Elite2|Suicide0","Base+Tank(+3)","11","第三战斗区主入口，承接据点B后压"
"LEVEL_02","Level_02_WreckedStation","Stronghold_03","LeftFlank","(-6,0,288)","5","-120","W3-W5","第三战区侧翼夹击","Grunt45|Rusher25|Ranged20|Tank8|Elite2|Suicide0","Base+Rusher(+4)","9","与FrontArc形成偏轴夹角，防同轴推进"
"LEVEL_02","Level_02_WreckedStation","Stronghold_03","RightFlank","(18,0,288)","5","120","W4-W5","第三战区远近混压","Grunt45|Rusher25|Ranged20|Tank8|Elite2|Suicide0","Base+Ranged/Controller(+4)","9","优先落在中距掩体后形成可读火线"
"LEVEL_03","Level_03_ThermalVents","Stronghold_03","FrontArc","(-22,0,309)","6","0","W3-W5","第三战区正面拉扯","Grunt35|Rusher25|Ranged15|Tank18|Elite7|Suicide0","Base+Tank(+3)","12","第三战斗区主入口，承接据点B后压"
"LEVEL_03","Level_03_ThermalVents","Stronghold_03","LeftFlank","(-34,0,295)","5","-120","W4-W6","第三战区侧翼夹击","Grunt35|Rusher25|Ranged15|Tank18|Elite7|Suicide0","Base+Rusher(+4)","10","与FrontArc形成偏轴夹角，防同轴推进"
"LEVEL_03","Level_03_ThermalVents","Stronghold_03","RightFlank","(-10,0,295)","5","120","W5-W6","第三战区远近混压","Grunt35|Rusher25|Ranged15|Tank18|Elite7|Suicide0","Base+Ranged/Controller(+4)","10","优先落在中距掩体后形成可读火线"
"LEVEL_04","Level_04_CoralGrove","Stronghold_03","FrontArc","(28,0,318)","6","0","W3-W5","第三战区正面拉扯","Grunt35|Rusher25|Ranged15|Tank18|Elite7|Suicide0","Base+Tank(+3)","12","第三战斗区主入口，承接据点B后压"
"LEVEL_04","Level_04_CoralGrove","Stronghold_03","LeftFlank","(16,0,304)","5","-120","W4-W6","第三战区侧翼夹击","Grunt35|Rusher25|Ranged15|Tank18|Elite7|Suicide0","Base+Rusher(+4)","10","与FrontArc形成偏轴夹角，防同轴推进"
"LEVEL_04","Level_04_CoralGrove","Stronghold_03","RightFlank","(40,0,304)","5","120","W5-W6","第三战区远近混压","Grunt35|Rusher25|Ranged15|Tank18|Elite7|Suicide0","Base+Ranged/Controller(+4)","10","优先落在中距掩体后形成可读火线"
"LEVEL_05","Level_05_SunkenCity","Stronghold_03","FrontArc","(-38,0,329)","6","0","W3-W5","第三战区正面拉扯","Grunt28|Rusher24|Ranged14|Tank20|Elite12|Suicide2","Base+Tank(+3)","13","第三战斗区主入口，承接据点B后压"
"LEVEL_05","Level_05_SunkenCity","Stronghold_03","LeftFlank","(-50,0,315)","5","-120","W4-W6","第三战区侧翼夹击","Grunt28|Rusher24|Ranged14|Tank20|Elite12|Suicide2","Base+Rusher(+4)","11","与FrontArc形成偏轴夹角，防同轴推进"
"LEVEL_05","Level_05_SunkenCity","Stronghold_03","RightFlank","(-26,0,315)","5","120","W5-W6","第三战区远近混压","Grunt28|Rusher24|Ranged14|Tank20|Elite12|Suicide2","Base+Ranged/Controller(+4)","11","优先落在中距掩体后形成可读火线"
"LEVEL_06","Level_06_BlackTidePipes","Stronghold_03","FrontArc","(4,0,336)","6","0","W3-W5","第三战区正面拉扯","Grunt28|Rusher24|Ranged14|Tank20|Elite12|Suicide2","Base+Tank(+3)","13","第三战斗区主入口，承接据点B后压"
"LEVEL_06","Level_06_BlackTidePipes","Stronghold_03","LeftFlank","(-8,0,322)","5","-120","W4-W6","第三战区侧翼夹击","Grunt28|Rusher24|Ranged14|Tank20|Elite12|Suicide2","Base+Rusher(+4)","11","与FrontArc形成偏轴夹角，防同轴推进"
"LEVEL_06","Level_06_BlackTidePipes","Stronghold_03","RightFlank","(16,0,322)","5","120","W5-W6","第三战区远近混压","Grunt28|Rusher24|Ranged14|Tank20|Elite12|Suicide2","Base+Ranged/Controller(+4)","11","优先落在中距掩体后形成可读火线"
"LEVEL_07","Level_07_AbyssHangar","Stronghold_03","FrontArc","(2,0,345)","6","0","W3-W5","第三战区正面拉扯","Grunt28|Rusher24|Ranged14|Tank20|Elite12|Suicide2","Base+Tank(+3)","13","第三战斗区主入口，承接据点B后压"
"LEVEL_07","Level_07_AbyssHangar","Stronghold_03","LeftFlank","(-10,0,331)","5","-120","W4-W6","第三战区侧翼夹击","Grunt28|Rusher24|Ranged14|Tank20|Elite12|Suicide2","Base+Rusher(+4)","11","与FrontArc形成偏轴夹角，防同轴推进"
"LEVEL_07","Level_07_AbyssHangar","Stronghold_03","RightFlank","(14,0,331)","5","120","W5-W6","第三战区远近混压","Grunt28|Rusher24|Ranged14|Tank20|Elite12|Suicide2","Base+Ranged/Controller(+4)","11","优先落在中距掩体后形成可读火线"
"LEVEL_08","Level_08_MoltenRift","Stronghold_03","FrontArc","(40,0,354)","6","0","W3-W5","第三战区正面拉扯","Grunt20|Rusher22|Ranged16|Tank22|Elite16|Suicide4","Base+Tank(+3)","14","第三战斗区主入口，承接据点B后压"
"LEVEL_08","Level_08_MoltenRift","Stronghold_03","LeftFlank","(28,0,340)","5","-120","W4-W6","第三战区侧翼夹击","Grunt20|Rusher22|Ranged16|Tank22|Elite16|Suicide4","Base+Rusher(+4)","12","与FrontArc形成偏轴夹角，防同轴推进"
"LEVEL_08","Level_08_MoltenRift","Stronghold_03","RightFlank","(52,0,340)","5","120","W5-W6","第三战区远近混压","Grunt20|Rusher22|Ranged16|Tank22|Elite16|Suicide4","Base+Ranged/Controller(+4)","12","优先落在中距掩体后形成可读火线"
"LEVEL_09","Level_09_StillTideSanctum","Stronghold_03","FrontArc","(-40,0,363)","6","0","W3-W5","第三战区正面拉扯","Grunt20|Rusher22|Ranged16|Tank22|Elite16|Suicide4","Base+Tank(+3)","14","第三战斗区主入口，承接据点B后压"
"LEVEL_09","Level_09_StillTideSanctum","Stronghold_03","LeftFlank","(-52,0,349)","5","-120","W4-W6","第三战区侧翼夹击","Grunt20|Rusher22|Ranged16|Tank22|Elite16|Suicide4","Base+Rusher(+4)","12","与FrontArc形成偏轴夹角，防同轴推进"
"LEVEL_09","Level_09_StillTideSanctum","Stronghold_03","RightFlank","(-28,0,349)","5","120","W5-W6","第三战区远近混压","Grunt20|Rusher22|Ranged16|Tank22|Elite16|Suicide4","Base+Ranged/Controller(+4)","12","优先落在中距掩体后形成可读火线"
"LEVEL_10","Level_10_HiveCore","Stronghold_03","FrontArc","(-12,0,374)","6","0","W3-W5","第三战区正面拉扯","Grunt15|Rusher20|Ranged18|Tank22|Elite18|Suicide7","Base+Tank(+3)","14","第三战斗区主入口，承接据点B后压"
"LEVEL_10","Level_10_HiveCore","Stronghold_03","LeftFlank","(-24,0,360)","5","-120","W4-W6","第三战区侧翼夹击","Grunt15|Rusher20|Ranged18|Tank22|Elite18|Suicide7","Base+Rusher(+4)","12","与FrontArc形成偏轴夹角，防同轴推进"
"LEVEL_10","Level_10_HiveCore","Stronghold_03","RightFlank","(0,0,360)","5","120","W5-W6","第三战区远近混压","Grunt15|Rusher20|Ranged18|Tank22|Elite18|Suicide7","Base+Ranged/Controller(+4)","12","优先落在中距掩体后形成可读火线"
